,review
728," is sure to go up to the elevator and cross the sidewalk school because it rarely goes up.The elevator is wide and can be ridiculous, so it is alive.There is an Indian bridge and a slope that crosses the JR line from Hanazuki's closest station.There is also a public toilet before the opening. "
729," elevators have been opened by barrier removal.(Driving time is 4: 45 ~ 24: 45) _ Hashimi is seaweed, so there is also an elevator that falls home.Because there is a coin locker, you can leave your luggage and walk empty -handed, but there is a scaffold that does not open in front of the station.Yokosuka Line, Kei Hin Toku Line, Tokaido Line and Cargo ships are often passed.There, Indian bridge is a golden warning spot.Railway Kids, Mom Chul, and Baribari's iron bars (the end of the down home) also appear in the station.Passing down to 110km/h to get off.If you do not retreat more from the yellow braille block, there is a risk of wind pressure. "
730, You can see the train on the bridge as soon as you leave the station.n 
731,"When I realized, I was renamed.I could understand what I said.You can go to the nearby national roads for about 5 minutes.About 10 minutes every 10 minutes.There is no escalator, but there are elevators on both sides.../ The nearest station until a few months ago.Now it has been changed to barley, but I stopped by the name of the station.If you don't stop breathing, you don't put it in.Spicy people use the elevator!Regret that the station name changes.I want to cross, but there is no courage.I have Kien/The smell of the toilet "
732, There is a shelter on the way because it crosses the long distance.It is also possible to shoot in the railway fans (???) 
733," It doesn't matter because I'm taggy, but it's not soft.there is??…/In 1905, the ground station of Hashimi Station on the Keikyu Main Line. "
734,"The area around/station is convenient, but I keep thinking that it will be open quickly because it feels bad because it is very dirty and strange in the bathroom.And I hope you will open the first line that is not used.Because I have a lot of elevation, I suffer from getting on and off, so I usually stop.In addition, the number of elevators is 28872 (2016).Is it too excessive to be an airweight passing station?Unfortunately I couldn't go to the station.Next time, this Keikyu is possible./ At the press school that extends from the station, many railway ships such as JR and JR cargo ships are as well as the Keikyu Line.I want to make it.Cold and hot.The station that doesn't feel motivated/went down to the first time.Barley station.Signs of Barley specifications over the giraffe beer.Naturally there is a giraffe vending machine.It is a scenic landscape.It's uncomfortable to commute.!/It's quite dangerous.It was also covered on TV.There is quite a distance from the stationary look to the groove.The station is not wide, and there is an atmosphere of Shimoachi.It is also a station waiting for passing.It is a representative courtesy who knows nothing but thinks about nothing.There are also cases of transfer in Kamata.There are many fast -paced luxury exiles, so it is surprisingly fast until Sinagawa.If you transfer to Yokohama with a pleasant specialty, you will arrive quickly, but if you try to transfer to Yokohama Line in Higashikanagawa, the connection will be bad, so you will see the express pass.It is a place where you can taste realism.Thanks to the barley incident, it is known nationwide.(Separately knowing where you are), there is no way to say that it is a long way,/special, and it is extremely normal.It is not lively, especially if it is not lively, it feels a bit lonely.Crossing the national highway, the Giraffe Beer Factory will notice to claim the presence.The station itself feels a bit lonely and a little lonely ./ Many users are usually stopped. "
735," It is close to the giraffe beer factory.There is a Yakinikuya, which is famous for food poisoning before it is a little walking.If you take the airport express, you will arrive first to Kamioka.It is a station that stops only each station of Keikyu's normal train.There are several restaurants in front of the station.This is inevitable, but many people have bad patterns.I want you to make the bathroom cleaner.smell.AsideBut, after 19:00 on the company's return, always claim to the station?See the same salaryman who's the same thing (laughs)?I am a hard work. I will use it every day. "
736,"It is better if there is no pachinko shop./Now there is a Kirin Beer Factory, but it is famous, but there was a case where a British merchant at the end of the Edo Makdae was broken by Satsuma Burn's escort.It seems that the place to go to Daishi Kawasaki was broken before.It was rude because it was the difference in culture, so it was rude because it was a word in the shift. "
737,"This is a transfer station with JR Keihin Tohoku Line.There is no contact table.It is a station that only stops each station stop, but it is the use of workers in the Lim Sea of Kanagawa -gu.There are National Route 15 on the sea and bus rotary and Sotetsu Rosen on the north side.If you walk a little, there are large home appliances, money and money, and life in the walk to Oguchi Station, so what you need for life can be equipped.Yokohama Station and Kawasaki Station can be nearly 30 minutes to the city center, so commuting mansions are being built in recent years.If the JR stops, you can use Keikyu./ Usually only stops, but it is an elevator wanbi station."
738, will be difficult. 
739,It is uncomfortable in the car of the car. 
740," because of that, it is a bit uncomfortable because it is necessary to cross the crossing on the first gay highway.There is a narrow and sharp feeling of each stop "
741,"If you are on the side of Keihin…Even though I was not a local citizen, I thought it was good to quit if you are thinking about moving to your neighbor by using this station.It is very bad because it is, but returning from the middle station is in the middle station, so it takes time to return from Tsumi and Higashikanagawa."
742," It is hard to use Shinko Yasu Station, but Koya Station makes it more irritating.It is fun to see the train.It is also uncomfortable because it can only be entrance from the island of the gay Hin express and the island of the JR track.There is a mall on the inland side, but you have to go through the underground passage.It's not lonely, or security is extremely bad, but you don't want to use it.I've been waiting for the last 15 minutes, and it was a new record…Why don't you go to the south when you make the underground road, and why you don't want to make it.Keikyu has a narrow home, has a lot of handling of guests, and few people use it.Because of this, there are many Brakke companies that can't go without using Keikyu.Congratulations on pasting on the train, but is there anything else?Maybe this.If the underpass is unreasonable, if you make a press bridge, the train will end up and you will end up in one minute.What are you thinking?. "
743," Keikyu?Just listening to the route that you do not want to use in the future and the input will be used.Everyone is thinking about the same thing, but it's amazing why it is not improved./It seems to have a suicide frequently jumping from the groove.Shino Yasu Station is adjacent to the station. "
744," When I lived there, I used to eat hamburgers at Narikomatay on my way home.There is no elevator.You have to get off the stairs with only one place at home. "
745," was more fun than I thought.The stairs and passages on the premises are very narrow, and the home is not wide, so I feel cramped.It is the only express stop station between them.Certainly, the size of the station is large, so it is large in the second line, but it is not particularly thriving because there is no JR station in the middle of Shingoyasu and Naka Province (Higashikanagawa).If you use this station mainly, it may inevitably use the Keyu Maine, not the Keihin Tohoku Line, so it may be a service on such a floor.The rush time zone is convenient for commuting because there is a large number of expresses.It is difficult for people with strollers and travel bags.It is a station that does not adapt to Japan, which is aging.I haven't changed since I was in middle school./ Since it is a express stop station, the fastest pleasure in Keikyu does not stop. "
746, There is no escalator in the station. 
747,"Because it was.It is not for passengers because it is a stiff waiting and a cigar in front of the station..The redevelopment post comes out long, but there is no sign of starting the number.Even the elevator is an unusual station that is not installed.The morning rush is that the footsteps are rarely risen when you head from National Route 1 to Line 15, so I want to start redevelopment quickly./ The station that can be transferred to the express. "
748," because there is an old history,I am sorry that the number of users of the user is narrow and there is no escalator or elevator. "
749," is always angry, "
750," Please think better??/In Kanagawa Sinachi Station, 10 cars in November 2019 passed the train of the 10 -year -old Misaki Guchi Station, so when the foothold was closed, the truck that was trying to cross the road entered the scaffold, and the pedestrian pressed the emergency stop button and the footsteps were opened.I thought it was to come out, but the scaffold was closed again, and the first and second derives of the death Keu was very derailed.In this accident, Keikyu had been working for two days, and the train, which had been working on, resumed driving.It was 11 o'clock in the day to resume driving.With this influence, I did recovery work late at night.Derailed vehicles have been abolished.The truck driver went in the direction of the navigation.The most dangerous is the passage train of the delightful Misaki Guchi Station.Be careful of you.When will the station building be? "
751, I think it's hard because the groove is no elevator for wheelchairs. 
752, No elevator 
753,"I don't know where to wait in line because there is no stop location to be written in the Baekseon.It is a railway station on the Keikyu main line located in the district.It is located 20.0 km from the north end of the Tokyo Sinagawa Station.I don't remember coming out (laughs)/I pushed the shutter because there was a unusual train.The place where you can transfer with JR is lively.Note that the specialty does not stop.It is a station that stops the limited express or some ordinary trains are back.Personality, a low -age middle -aged male reverse "
754, stops are usually and airport express only. 
755, will also stop. 
756," If you head from Higashi Kanagawa Station, the Yokohama side is a bit annoying because of the up and down stairs.The transfer was not known before the deck was created.Finally, the name of the station is renamed as Keikyu Higashikanagawa Station./ ""It is the station of Kanagawa -gu, Yokohama -si, Kanawa Prefecture.It was opened in Naka Prayer in the "
757, This is an airport express stop station! 
758, I think there are no facilities to be special.I think it can be used to transfer at JR Higashikanagawa Station because the airport expresses stops.It's simpler and less congested than in Yokohama.It is now contacted by the deck. 
759, is no longer a transfer guide to 
760,"2020 (Hay and 2 years), the renamed Keikyu Higashikanagawa Station.It is a painful work of Tokugawa General's Sangkyung or Hunting, and the door to the fence of the tree.It is adjacent, but at the time of opening, the national railroad and Kei Hin are the same because they were rivals because of the duplication of the route in the area.I always use it. "
761," because of that, the access to the downward groove must use stairs or elevators.When I was young, there was no deck connected to Higashikanagawa Station and only stopped each stop. "
762,"Aokikashi, a traffic hub in Yokohama, is close to the station in Miyama in front of the station.In the places where National Highway 1 and 15 intersect, the size of the station is located at Yokohama Station nearby.It is a walk to Yokohama Station.There are few passengers.If you go to Tsuruyacho, you are using here.On the other hand, the downhome is very narrow on the track and the retaining wall, and even the fear is felt when the train passes.It is also a small station, but is also full of realism, but it is also a real sense of realism.It usually stops only, but personally it is conveniently used and receiving.(Sinco Yasu weightlifting is the role of the same group in the same group)/Kei Hin express line.I only stop. "
763," \It usually only stops.It is recommended to be careful about the fall because there is no anti -fall door.!If you imagine it from the name, "
764, Mutual ride was also rejected 
765," (I go to the top 10 of the number of elevators) Despite the first station in Yokohama, the number of passengers is the worst in Keikyu.It is the second fewer employees in Keikyu. "
766," I just want to install the elevator.Near Kanagawa Station, there is a shopping street and a luxury gaya park in Miyama.If you exactly worsened, you had no vending machines to the ticket gate and the Bulgogi shop.I thought it would fall.After that, let's supply moisture on the cafe ??Let's install a vending machine for one home.There is nothing around, except for Daiichi Gayhin and Jay Gayhin. "
767," because Keikyu runs a lot of fast trains, it is passed by Bang Bang.The stops are the only stops of each station.There is no commercial facility.It is a small station.The station itself is dark and the groove is very narrow, so be away from the braille block! "
768," is a express, express passing station.I think it's not…/Because it is the same as the wise, the station representing Kanagawa Prefecture…There is no one, and it is a stiff station with elements as a non -Gyeong -jung in the city, such as the ghost home, the passage of the car, the train of the high speed, and the simple history.Anyway, it is chosen as a reverse white ship of Kanto./It is a Keikyu station next to Yokohama Station. "
769," Weekly passes through 3 to 5 minutes, but usually stops only the train. "
770,There is no sense of complicated feeling. 
771," has a lot of shops such as department stores.I didn't know that the Nari -Express ticket to Narita Airport was a Shinkansen ticket purchase device, and I searched for a long time at the entrance.It is as it is without guidance.Thanks to this, I lost 4470 yen.I don't have a refund and the station attendant can't speak English and I do n’t know.I only said that I was going to ride a Sea Bass at Yokohama Station "
772,"There is no work, including a lot of people, so you can listen to it because you can hear it because you can listen to it.It is said to be the best route in Japan, but there is no "
773,"There is a lot of additions to the back, it is hard to know, because it was hard to know.W "
774," despite the late time, it was full of people in this district.One of the main stations is that traffic is well connected in all directions ./ It was always worrying about the exit that was directly related to the gaecyoseon transfer at JR Yokohama Station. "
775,"jr homeIf you touch the central book ticket gate, there is also a toilet in the gate of the Keiku Line directly from the groove.It is surprisingly easy to understand because each line is almost parallel compared to the big station.It is difficult to know because the municipal subway is in a misconduct.N different people are also reviewing the same person, but if you give JR's ticket wrong in the transfer, you are said to be Keiku.I don't even know Keikyu. "
776, I am scared to say to the station.? 
777," is convenient and is optimal as a base for Yokohama tourism.If you try to manipulate, you can't handle the card, so if you ask the station of the guide of the Keiku Line, it cannot be.Ho -eun can be a vending machine.Because it says there, it is impossible to manipulate it.At this stage, I did not try to confirm what the guest was talking, but I knew it was just an incompetent station of the great story.If you can't buy regular rights at the closest station (because the train company is different), if you can't live today, you will be able to live in a nearby station, so you can't live in a nearby station.If so, it's a foolish story that is true.Wearing glasses working on the Keikyu Line and teaching to incompetent reversal of the 20-30s.Thanks to the incompetent station, it suffered a disadvantage:/16:48 on September 7, 20123, forgot the white vinyl umbrella on the last tail vehicle and the right side of the Sagami Railway Evina Station.It is an old vinyl umbrella that no one steals the paper that has been pressed on the handle on the handle, and it is an old vinyl umbrella that no one steals. "
778,"""I'm a man of Kichi Gai, who was ashamed of"" I'll get it (laughs), ""he was in the early morning train."
779," or a celebrity was inferior, so it was desperately encouraged."
780," is a famous province that is known as the village of Kidsmin, which is well -known, but I think it is already a level of illness to be involved in Okama as a result of Okama (laughs)/around 14 o'clock on December 15, 2023I asked a question at the west exit of the line, but the attitude of the station was bad and unpleasant.The response was very caught and it was scary to use the train.I don't want to use Yokohama Station in the future.Definitely educate.However, now, the construction is generally completed, so there is no problem in terms of convenience.It can be cleaned after a long time after the construction is over. "
781,"I received whitening this time.The teacher was polite, and I was happy not only to treat teeth, but also to teach various teeth, or to explain the methods of everyday care.The hygienist was also kind.At first, I think I'll lose it, so be careful! "
782," It must have had a other way to the platform or there was an elevator nearby, and I couldn't find it, and I was in a hurry to ride NEX.One thing that is noteworthy when you ride NEX at the station is that NEX does not come often as in other stations such as Sinagawa and Tokyo, because the station receives the NEX train from various routes, while the Yokohama station receives a single route.I had to wait 1 hour and 26 minutes until I missed Nexa, but I just went to Sinagawa and took one in 20 minutes."
783, I was very worried that there was no home door. 
784,"In the old days, the girl who was wearing a red shoes was that the statue was famous for being in Yamashita Park?I couldn't help it because I couldn't take it to Nantes, so I stroked my chest with a different heart ?? "
785," Jajaja?It was more likely to get lost. There were two different colors of trains running in one direction, and the main gate is a green JR bus sign!)/It's very ignorant and huge. I could get lost. I went to Yokohama Station for a long time to go to Gannai.The station was only construction, but even if it was in the office, it was a Yamashita Park, so hot days, as far as today, the Minato Tomi Rai is close to it, but it is a little expensive.The nature and legs were headed towards Negi.The place may be difficult to find behind the Escalator where the JR Central Book of the JR Central Book is located.(2023.2)/Joynas nearby!There are most things about Rumi.Weekends are crowded!It is also mixed on weekdays!Always chaos!The west exit is thriving!There are always a lot of people!Keikyu Yokohama appeared in a chat vending machine "
786,", such as Sakurada Familia is also attractive.I stopped by to leave it. I couldn't find it, but I couldn't find it?I think it's convenient. I'm going to use the time to travel around for sightseeing!There are many connections. There are many wonderful restaurants and shopping areas around the station.It is very large than the user, so it is difficult to walk and the commuter time zone does not arrive even a favorite car. It is a very tired station.Currently, five companies (JR East Japan, Tokyo Express Train Toyoko Line, Kei Hin Express Railway, Sagami Railway, Yokohama City Transportation Bureau, Yokohama High Speed Rail Minatomirai Line) is on board.Since the opening of Yokohama Station \ as of the year, various improved number of revolutions have been made, and it has never been completed \ \ Japanese Sporta Familia \.Where is the completion of this station?"
787,"1976 (Showa 51) Yokohama Municipal Subway.Direct boarding start ./ Weekdays are almost every day.Gradually, the status of Familia has also been resolved.Nishiguchi also has a newman, and the shop has increased ♪/I think I can't help it because there are a lot of guests, but I think a lot of bad people and strange users.Reversal/famous, but the city is surprisingly small and small.The main line, the Yokosuka Line, the Negi Line (Negi Line) and the Sagi (Keikyu, Sotetsu, the Siyoung Subway, Tokyu, Yokohama High Speed Railway) are the largest terminals in the present. "
788," Today, Ueno Tokyo Line is more than 5 minutes of delay.Are you not sleeping?/It's like a big city!Railway fans, it's a shooting place, but be careful!Blue Light Yokohama is "
789," is a calm city!!/""This is a review of the use of strollers. It was a very unkind station. "
790," is a transfer on the subway or Minato Mirai Line, but the place of the elevator is far and difficult to understand. "
791,It was the first time there was no station. 
792," is a very wide station, but if you use a stroller, it's complex, unkind and unkind and the worst anyway (-)?Unknown fire on the site?Smoke "
793," I want to come back.It is the west exit.In particular, there is a bus terminal that is the starting point for the express bus arriving in Hanedana Narita, which is east of commercial facilities and large office building groups.The stop groove of the Shinkansen is a little inland, but it is also transferred to Shinso Kohama, but it is also in all the conventional luxury stops.It is showing the only beds of Sunrise Seto and Izumo in Japan are the only Tokyo Station and Yokohama Station in the metropolitan area. "
794," Tokaido is a good idea to shoot in the Tokaido Line Home./jr, Keikyu, subway, etc.Since it is connected, if you find out whether Takashimaya or Sogo side, I think it will disappear if you get lost."
795,"0.06μsv/h very low value./ ""Review with mental illness"" "
796,"?…Details/The commuter time of the morning is a confrontation, so it's a lot of time."
797,", on the contrary, there is a crowd that is somewhat bad and bad.Hunting San or handwriting…"
798," Currently, Yokohama Station has the largest number of railway operators in Japan.I left it, but I was busy, so I have a coin locker time limit, but I don't take the last time for 4 days.The business attitude of the tone of the tone of the employees is bad "
799," is already annoying, but the corresponding staff is overwhelmed, but the large volume of the volume is also lung in the train, but "
800," And Yokohama Station is convenient because JR and Keikyu are close to the transfer.It is in another place of each company, but it is difficult to understand despite being a line next to each other "
801,"SUICA, but I passed through the railway company and another ticket gate and became an error.Please tell me to the station. 'I thought that I was anxious, but somehow I did it with my own power. "
802,Too crowded and messy place/parking is difficult and unable to meet 
803," is dirty.Crowded and dirty.It's not safe, crowded and unclean.There's a!/Train management is inappropriate and is delayed every time. "
804,"The male staff at the window hires two soldiers and steals one of them.People just push and push to descend the stairs.This station requires two more outlets, from the platform to the distance.There are many new feces on the floor.7 organizations are frequent, but the train is smaller and smaller than the E train.Overcrowded trains, signals are old -fashioned and always malfunction, causing a wide range of delays.This train arrives continuously, so there are three stars.If you're not good at everything else, you can at least do one thing.The only missing one is a wheelchair approach. "
805,"MID is a terrible reverse ??The MTA must renovate this 1776 station.now????I'm tired of broken stairs and paint on my head./Junction Blvd and Roosevelt's corner is so terrible to walk because it is full of worse merchants than the market and it looks terrible.Will.The MTA staff was very difficult to understand.Is there a broken English?Do you have any money on the card?I checked at her booth and obviously asked a foreigner because it was 0.00.The minority police officers could not search me so that they could not give a simple answer, so I walked to the Grand Avenue next to the Queen Center and refused to ride a free ride with tourists.I refused to pay for the failed system.It can be better like NYC's people.When snow falls, the stairs are dangerous and no one is cleaned.A rude counselor who takes attitudes when needed.Dirty elevator and platform.It is the most disappointing station I have been to, especially during commuting time, always runs frequently.There is a completely ADA regulations and no garbage.I can read my debit/credit card, but I can use the cards quite elsewhere and I can't read it in good cases.Is always crowded ./ There are many shops around, and there are many shops around./The service on Line 7 is very good and good.The same: Luxury Juan/New York is fine and politics is not interested in our necessities.It's so bad.My friends have been blamed because I pronounced/blvd ""belved.""Never go home late/Various dresses and very cute/seasonal standards.Ugly Latino/Excellent Location and Route/Very Busy Region/Very Good/Perfect Place/Various Spanish People/Very Interesting Places/Good.Tint/Very attractive/because I work in this field!./ Baccano/Tamale/Tremendous!Required.The MTA must renovate this 1776 station.now????I'm tired of broken stairs and paint on my head./Junction Blvd and Roosevelt's corner is so terrible to walk because it is full of worse merchants than the market and it looks terrible.Will.The MTA staff was very difficult to understand.Is there a broken English?Do you have any money on the card?I checked at her booth and obviously asked a foreigner because it was 0.00.The minority police officers could not search me so that they could not give a simple answer, so I walked to the Grand Avenue next to the Queen Center and refused to ride a free ride with tourists.I refused to pay for the failed system.It can be better like NYC's people.When snow falls, the stairs are dangerous and no one is cleaned.A rude counselor who takes attitudes when needed.Dirty elevator and platform.It is the most disappointing station I have been to, especially during commuting time, always runs frequently.There is no garbage completely compliant with ADA regulations."
806," At least 82 stIt is not as bad as it is, so it still offers two stars.On Sunday, July 16, 2023, around 3:35 pm.No matter who the agent was (I have seen this man in the 111st station), I have to send a social technical course.He is almighty, and he seems to act accordingly if he does not like it.It is a typical person who thinks of himself as a god when he feels a little rude and a little superior than others./ Old train station is almost unlimited and needs a lot of improvement.But I like Jackson Heights.Every time I was in this area, I always enjoyed local food and enjoyed it.delicious.And home drinks are fantastic.This time I ate coconut.??????…/I was very disappointed by this person (perhaps Asian).Why can't he speak well?I told him that my unlimited subway card didn't work and refilled two days ago to help help, but he was too rude and screamed.And I really regret that I talked politely to him. "
807,". The prospects are really good.Public toilet in the station.Go up the escalator.Line 7 of Lirr and MTA is available.The station is on the ground.The platforms of the two trains are all outdoors and are partially covered.On weekends, services are often changed.There are many bus routes that stop here.It is also a very clean station with a two -layer of large -scale two -layer for Lirr.In addition, it is completely accessible to a wheelchair!/""It is a major hub with Express No. 7 and LIRR, but there is not much atmosphere in the station that is the coldest, windy, and constantly constructed in New York!There are various meals and drinks options in me. "", It's a really good station, but the only problem is that it becomes a bit dirty .../The station close to my house is very clean.I lived to inform the truth.Official "
808, I really hate MTA/Very clean and careful. Comfort/Excellent/Cold/Beautiful Sights/Good neighborhood/I live in Uside/There is a Lirr next to train 7./LINRR.
809,"The pigeon feces and infection of this station are disgusting.While trying to go to the reverse platform, there are bird shit everywhere and birds fly over their heads.I hate this role.I know that I can't control everything.So do what you can do, clean the bird shit, get rid of bad smells, and do more to prevent birds from entering this station.This station is one day left to be occupied and abandoned by the birds./52 Street is one of the worst stations I've been.This station is very deteriorated and shouts, ""Please help.""Most of the middle -floor area is made of wood.I really need to fix this station. "
810," I like the old taste of this station overall.If you want to experience the 2000s again, this is your station.I also like some views here.Perhaps one of the worst stations in train 7 or full MTA system.The rainwater falls off from the rugged floor, the bumpy staircase, and often the rainwater falls from the ceiling of the waiting room.dangerous.I've seen people sliding down and falling down a few times.I am also uncomfortable to use the stairs, so I walk straight to 46th Street to come to work.Also, it is not safe to peel off the paint on the floor, walls and ceilings.Young people and children inhale paints every day.I hope someone will file a lawsuit in the city ... So far, it is the worst station in the entire MTA./Someone will be injured.Otherwise, commute is very easy.If you have time to walk to Woodside-61 ST, you can take the express. It seems to always be under construction, but this station can be closed at any time.I try not to use it even if I try to avoid using it.They made this announcement when the train was stopped in the area as scheduled and displayed on the screen.They had to wait again because they did not set the Road 7 on the other side (fortunately they actually arrived on time and the time was accurate).Then I arrived at 61st Street and transferred to Manhattan 7 express train across the platform, but the door does not open!So I changed the platform again and finally I was able to board the right train for more than 45 minutes later than usual.Oh, and I know that the MTA is generally poor, so I invest an hour to go to a 30 -minute place.But at this point, the MTA is expensive, but it is very incompetent, so it will be at least 20 minutes late for work.#mtasucks #higherpriceSworseservice #nomorefarehikes #nomorefarehikesThe only potential problem is the staircase, which has been dangerous for a while.This station continues to repair a kind of repair.At 5:55 am now, I couldn't ride the train because of the congestion!It's less than 6 am!Update: Now two trains are full of gills!It's not yet 6 am!/The train runs frequently and you can see Manhattan's wonderful views.Do not throw away trash anywhere.You can use modifications/reconstruction.I like this neighborhood where quiet and everything is on foot./ Manhattan is a small station in front of my eyes.The problem is the entrance./Subway station/cool ./ Huge/breakfast"
811,"33 St.There is a reverse agent at the middle of the entrance.There are also many stairs for reaching the platform itself (thank you for the MTA, which finally placed a slipping strip on the stairs. This can be very dangerous during the winter). "
812,"If you put $ 1, 25 cents or a few cents in a can, he speaks in a low voice. "
813, He says in a low voice. 
814,"It is a train station where clean and trains run every 2-3 minutes and use it as a lot of people.The low floor is for train to Manhattan.Upstairs, 7 trains are used to operate a train to Astoria and Flushing.I suggest photographers to take pictures on seven platforms.This is also the only station where the B-Division stops on the same platform as the A-Division.//It's a symbolic station for photographers, but it's quite noisy.There are a lot of illegal immigrants!everyday.People do not pay the fee, don't jump on the ticket gate, and look at other places while watching the police!The MTA will go bankrupt soon!It achieves the purpose of connecting anywhere in Manhattan and Brooklyn.At night, it didn't happen to me and I have never seen something worse than usual in NYC's subway, so I want to go out and run away.Likewise, this station is old and completely dirty ... and of course typical cases.It can be noisy, why should it be quiet here?Noise is heard from 2 ~ 3 distance.NYC is also normal.Each person must decide whether or not it is passionate about it.Your experience can vary greatly depending on the ability to climb stairs and weather.It is currently under construction and the space is very limited due to construction and there are too many people, so walking on the platform is very dangerous."
815,The escalator from the G to the 7th train rarely works.It is best to use this to transmit G to 7.
816,"Recent cleaning/painting has made this station much better.In addition, train 7 is very stable because it runs every 2 minutes in the peak direction during commuting time !!There is no underground.But the neighborhood is pretty good.The wall seems to collapse soon.Very dirty station.There was a long line in both directions, so there was no charge tonight.The security team handled the crowd well: "
817," also sells instant food, pasta, meat, sushi, cheese, bread, sweets, spices.The ceiling also has a celestial body.What Apple exists in the second kills its personality. "
818, New York has no public transportation! 
819, New York has no public transportation! 
820, There are people who say that they are free of charge or have been persistent to shake hands.Let's refuse to say no without an ambiguous answer.
821,Error
822," This station is located across from Pelham Bay Park (there is an overpass connected to the park, so you have young children and it is inconvenient to cross the street.There are many buses that pass this train station, including express buses and direct buses departing from West Chester. "
823," Hunts Point Avenue is an express station of IRT Pelham Line, New York City, and always runs 6 trains and <6>The train runs in the peak direction.It is located in Bronx's HUNTS POINT AVENUE and SOUTHERN BOULEVARD.It was opened as.Felham Son E & C was part of a double contract known as the Dual Subway System, which was signed on March 19, 1913.The Pelham Line was built as a branch of 138th Street, Southern Boulevard, and Westchester Avenue, which runs northeast of Lexington Avenue Line.Initially, the expansion was scheduled to be completed by the end of 1918, but the opening was delayed due to the difficulty of procurement.In January 1919, the Public Service Commission was buying a site for the subway of Pelham Bay Park.On May 30, 1920, Pelham Line was extended to 177th Street, which provided a shuttle service that operated as an expensive vehicle.Passengers transferred to the shuttle at Hunts Point Avenue.On November 18, November 18, N2014, a $ 17.8 million project was completed to create a role to comply with the US Disabled Act, and the reconstructed entrance and fare control area were disclosed to the public.There are three elevators.One moves from mezzanine to each platform within the rate control station, and the other moves from mezzanine to Monsignor del Valle Square.It is completely closed for up to 6 months after the phosphorus inspection.Updates include cellular services, Wi-Fi, charging station, improved signboards and improved station lights.However, these modifications are delayed until 2020-2024, due to lack of funds.Number 6 stops on an external local track and <6> stops on the central express track.This is the northernmost subway station of the route before the expensive section of Pelham Bay Park Station..A large identification name displays ""H P"".Matched ""Uptown"" and ""downtown"" direction mosaics are found in the middle layer, and there is a smaller and simpler version of the freeze.The dark green i -beam pillar follows both platforms at regular intervals, and there is one line at the end of the center and one line on both sides of the center.no see.On each platform, two stairs go up to the atmospheric area/crossover, and a specialized bank provides a reverse approach.Outside the rate control, there are token booths and two distance stairs that go up to Monsignor Del Valle Square, a city -owned park in a triangle consisting of East 163rd Street, Hunts Point Avenue and Bruckner Boulevard.It is a design that is not commonly found in the subway system, and ground facilities, street stairs enclosure, and lights are all made of bricks.The platform layer is turned on with fluorescent lamps, but the mezzanine is still on in an incandescent lamp and was replaced along all the platforms of the subway in the late 1980s.The winding staircase goes up to the steel and glass structures on the first floor and can go out of the station through the exit ticket gate.Southern Boulevard and Hunts Point Avenue are located in the southeast corner of the Southeast.There would be a lot of clean/if it was cleaner, it would have been okay/this is Hunts Point Avenue.You can transfer with the U & T train.Eastchester-Eastchester-Dyrre Avenue is a trains 6 times.The next stop is Whitlock Avenue.You are far from the closed door./ The elevator has been added to the station, but unfortunately it has a terrible smell and the overall appearance of the station is unsanitary.I ride this train every day, and I often think that a small store is added as before.It is inconvenient for those who go to work.Overall well -managed station.Today they look good because they are powering the whole station.The rude agent said that the vending machine did not work and she did not trade in the booth for more than a year !!How do you ride the train?Perhaps you can print one boarding, so it's a way to make more money.In most cases, this area is maintained.You can see crawling on the train tracks, but sometimes you can see it on the platform./ The train does not run express after 7 and waits for local trains at all stops./ Small readers' charm bracelet "
824," is good.As a disabled person, I can hardly see the police day and night in this station!Please !!/It's a good place/Before cleaning it, it's the only thing you need to place the police.I think it will be a bit needed/always clean and train 6 is always on time/I was good, but I needed it/Good location ... Mecca of a variety of products.There are always a lot of people.It's completely disgusting .../very good/busy street/great station."
825,"Peaceful and clean.Efficient service/subway station/not bad.I used to pass this stop for many years, but there was no reason to get off here.But now.Small but clean.I can't complain .../Bronx's comfortable place, I really like it.It tastes good and there is a swag ??????…/I think SPOT has flavored everywhere.There is no elevator.I need a digital information screen/I can easily go by train and close to home./This station reminds me of Harlem/This station is really dirty./It's a bad place to cross the highway."
